epoch,mean_miou,std_miou,num_seeds
1,31.5968,1.784580667832081,5
2,35.7744,1.9462919205504605,5
3,38.97580000000001,2.1665693065304876,5
4,40.1494,2.2455080137910883,5
5,42.7438,2.2008332422062318,5
6,44.5384,2.2162350597353155,5
7,45.630399999999995,1.388601973209025,5
8,45.4038,1.6059752675555132,5
9,45.3764,1.2456042068008601,5
10,45.858599999999996,1.3723531032500336,5
11,45.621399999999994,1.2534403216747105,5
12,45.399,1.1121030527788327,5
13,45.382999999999996,0.9614890534998298,5
14,45.2866,0.7405361841260697,5
15,45.351800000000004,0.386128683213253,5
16,45.327200000000005,0.5875390710412357,5
17,44.9398,0.7165320369669471,5
18,44.885200000000005,0.8130698370988806,5
19,44.847,0.785225827389804,5
20,44.6608,0.5546344381662569,5
21,44.6074,0.8173240728132264,5
22,44.58980000000001,0.7586233320957099,5
23,44.4326,0.9491502726123001,5
24,44.0912,1.144178377701659,5
25,44.3372,0.7208898390184184,5
26,44.1786,0.9050733892895096,5
27,43.7316,1.1802712569574831,5
28,43.8164,1.188564613304636,5
29,43.858799999999995,1.2125032618512843,5
30,43.7612,1.4791940237845729,5
